,Douglas,Cass,Knox,Sarpy,Adams,Lincoln,Nemaha,Buffalo,Lancaster,Dawson,Madison,Washington,Saunders,Dodge,Hall,Kearney,Gosper,Platte,Scotts Bluff,Antelope,Unknown,York,Kimball,Cuming,Colfax,Gage,Hamilton,Otoe,Merrick,Cherry,Johnson,Phelps,Seward,Cheyenne,Custer,Stanton,Burt,Polk,Clay,Franklin,Webster,Box Butte,Pierce,Wayne,Dakota,Saline,Morrill,Howard,Nance,Butler,Red Willow,Furnas,Dixon,Fillmore,Greeley,Sherman,Thurston,Jefferson,Cedar,Valley,Frontier,Hitchcock,Keith,Holt,Boone,Thomas,Dawes,Richardson,Nuckolls,Chase,Thayer,Boyd,Garden,Garfield,Banner,Sioux,Harlan,Rock,Sheridan,Hooker,McPherson,Pawnee,Deuel,Dundy,Perkins,Wheeler,Arthur,Brown,Keya Paha,Logan,Loup,Grant,Blaine,Hayes
2020-05-27,3597,40,9,503,264,47,3,148,1120,827,316,28,31,407,1482,11,13,547,75,8,129,35,10,31,604,44,60,6,33,1,7,20,27,9,36,21,9,10,24,6,5,2,3,13,1649,491,11,39,4,45,5,8,25,5,2,4,37,6,7,3,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,3783,42,9,531,265,47,3,150,1140,833,316,28,33,413,1482,11,13,549,84,8,131,35,10,31,609,44,60,6,33,1,7,20,27,9,36,20,9,10,24,6,5,2,5,14,1651,495,11,40,4,47,5,8,26,5,2,4,38,6,7,3,1,1,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,3969,46,9,578,268,47,3,153,1176,833,316,29,34,439,1507,11,13,560,88,8,158,36,10,31,612,45,60,7,33,1,6,20,27,9,36,20,9,11,24,6,5,2,5,14,1654,498,11,42,4,47,5,8,26,5,2,4,41,6,7,4,1,1,2,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,4187,47,9,596,270,47,3,156,1195,835,316,29,36,463,1507,11,13,571,102,8,75,36,10,31,612,45,60,7,33,1,6,20,28,9,36,20,9,11,24,6,5,2,6,15,1663,497,11,42,4,48,5,9,27,6,2,4,44,6,8,4,1,1,2,1,6,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,4314,50,9,620,270,48,3,157,1212,838,316,30,36,465,1507,11,13,577,102,8,73,36,10,31,617,45,60,7,33,1,6,20,28,9,36,20,9,11,24,6,5,2,6,15,1669,497,11,42,4,48,5,9,27,6,2,4,46,6,8,4,1,1,2,1,6,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,4426,51,9,650,272,48,3,159,1228,839,326,32,38,478,1515,11,13,586,107,8,79,36,10,32,619,45,60,7,32,1,6,20,28,9,36,20,8,11,24,6,5,2,6,15,1681,504,11,42,4,48,5,9,29,7,2,4,45,6,8,4,1,1,2,1,6,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
2020-06-02,4571,53,9,680,272,47,4,166,1245,839,326,32,40,487,1533,11,13,603,112,8,76,36,10,34,620,45,61,7,32,1,6,20,28,9,36,20,8,11,24,6,5,2,6,18,1683,506,11,42,4,49,5,9,29,7,2,4,49,7,8,4,1,1,2,1,6,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
2020-06-03,4690,53,9,703,273,47,4,168,1263,840,329,32,42,503,1540,11,13,611,120,8,105,36,10,34,624,45,61,7,33,1,6,20,29,9,36,21,8,11,24,6,5,2,6,18,1689,508,11,42,4,50,5,9,29,7,2,4,49,7,8,4,1,1,2,1,6,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,
2020-06-04,4879,53,9,736,275,47,4,171,1278,841,329,33,46,531,1540,12,13,617,124,8,54,36,10,34,626,45,61,7,33,1,6,20,29,9,36,21,9,11,24,6,5,2,6,18,1696,510,11,42,4,50,5,9,29,7,2,4,50,7,8,5,1,1,2,1,7,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,
2020-06-05,5004,54,9,753,275,48,4,172,1310,842,332,33,47,557,1553,12,13,619,137,8,39,37,10,34,631,45,61,10,34,1,6,20,29,10,39,21,10,11,24,6,5,2,6,23,1708,513,11,43,4,50,5,9,32,7,3,5,49,7,8,5,1,1,2,1,7,1,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
2020-06-06,5080,54,10,765,275,49,4,174,1340,841,332,34,51,565,1553,12,13,621,140,8,55,36,10,34,635,45,61,11,34,1,6,20,29,10,39,21,10,11,24,6,5,2,6,24,1708,515,11,43,4,51,5,9,32,7,3,5,50,7,8,5,1,1,2,1,7,1,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
2020-06-07,5166,55,10,773,275,49,4,173,1356,843,332,36,51,567,1553,12,13,624,143,8,12,37,10,34,637,45,61,11,35,1,6,20,29,10,39,21,10,11,24,6,5,3,6,25,1710,517,11,43,4,51,5,9,32,7,3,5,51,8,8,5,1,1,2,1,7,1,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
2020-06-08,5220,55,10,787,276,49,4,174,1372,843,334,36,51,571,1567,12,13,629,145,8,2,37,10,34,636,45,61,11,36,1,6,20,29,10,39,21,9,11,24,6,5,3,6,25,1720,518,11,43,4,51,5,9,32,7,3,5,55,8,8,6,1,1,2,1,7,1,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
2020-06-09,5316,57,10,796,277,50,4,175,1376,843,334,36,54,582,1567,12,13,630,149,8,,37,10,34,639,45,61,11,36,1,6,20,29,10,39,21,9,12,24,6,5,3,6,26,1720,517,11,43,4,50,5,9,32,7,3,4,56,9,8,6,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,,,,,,,,,,,,,,,,,,,
2020-06-10,5350,58,10,809,277,51,4,175,1397,844,334,36,55,591,1567,12,13,631,149,8,43,37,10,34,638,45,61,11,36,1,6,20,29,10,39,21,9,12,24,6,5,3,6,26,1721,518,11,44,4,50,5,9,34,9,3,4,61,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,,,,,,,,,,,,,,,,,,,
2020-06-11,5447,59,10,842,277,52,4,177,1429,844,339,38,56,611,1571,12,13,639,162,8,92,37,10,34,643,45,61,11,37,1,6,20,30,10,39,21,9,12,24,6,6,3,6,26,1731,518,11,44,4,50,5,9,35,9,3,4,63,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-12,5600,59,10,868,278,52,4,177,1445,844,339,39,56,616,1578,12,13,637,170,8,66,36,10,34,646,45,61,12,36,1,6,20,31,10,39,21,9,12,24,6,6,3,6,26,1731,518,12,44,4,51,5,9,38,9,3,4,63,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,
2020-06-13,5729,60,10,882,278,53,4,177,1464,844,339,40,56,621,1578,12,13,642,172,8,,36,10,34,646,45,61,12,36,1,6,20,31,10,39,21,9,12,24,6,6,3,6,26,1738,518,11,45,4,51,5,9,39,9,3,4,65,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,
2020-06-14,5794,60,11,898,278,53,4,177,1472,844,339,41,57,621,1578,12,13,642,172,8,,37,10,34,647,45,61,12,36,1,6,20,32,10,39,21,10,12,24,6,6,3,6,26,1739,519,11,45,4,51,5,9,40,10,3,4,66,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,
2020-06-15,5862,60,12,907,278,53,4,176,1487,845,339,41,57,638,1578,12,13,647,177,8,,37,10,34,647,45,61,12,36,1,6,20,32,10,39,21,11,12,24,6,6,3,6,26,1741,520,12,44,4,51,5,9,40,11,3,5,66,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-16,5957,59,12,920,277,53,4,176,1521,846,347,41,57,639,1578,12,13,648,178,8,5,37,10,34,651,45,61,13,36,1,6,20,32,11,39,21,11,12,24,6,6,3,6,26,1742,523,12,44,4,51,6,9,39,13,3,5,68,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-17,6043,59,12,948,277,54,4,176,1545,847,347,41,59,642,1588,12,13,650,184,8,24,37,10,34,653,46,61,14,36,1,6,21,32,11,39,21,11,12,24,6,6,3,6,26,1743,525,14,44,4,51,6,9,39,13,3,5,71,9,8,7,1,1,2,1,7,1,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-18,6152,60,15,967,277,54,4,177,1569,847,350,41,60,645,1588,12,13,651,187,8,39,37,10,34,653,46,61,14,37,1,6,21,32,12,39,21,11,12,24,6,6,3,6,26,1746,525,14,44,4,51,6,9,39,13,3,5,71,9,8,7,1,1,2,1,7,1,1,2,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-19,6254,60,15,982,280,54,5,178,1588,848,350,43,60,652,1588,12,13,652,187,8,45,39,10,34,655,46,62,13,37,1,6,21,32,13,39,21,11,12,25,6,6,3,6,26,1751,525,14,44,4,51,6,9,40,13,3,5,72,9,9,7,1,1,2,1,7,1,2,5,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-20,6254,61,15,998,281,54,5,179,1603,849,350,45,61,654,1588,12,13,652,188,8,114,40,10,34,657,47,62,13,37,1,6,21,32,13,39,21,11,12,27,6,6,3,6,26,1751,525,14,44,4,51,6,9,40,13,3,5,72,9,9,7,1,1,2,1,7,1,2,5,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-21,6426,61,15,1018,282,54,5,179,1611,850,350,45,63,654,1588,12,13,651,190,8,7,40,10,34,658,47,62,14,37,1,6,21,32,13,39,21,11,12,27,6,6,3,6,26,1751,525,14,44,4,51,6,9,43,13,3,5,72,9,9,7,1,1,2,1,7,1,2,5,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-22,6489,61,15,1038,282,54,5,180,1623,849,350,45,63,655,1591,13,13,649,193,8,37,40,10,34,661,47,62,15,37,1,6,21,32,14,39,21,11,12,27,6,6,3,6,26,1753,530,14,45,4,51,6,9,44,13,3,5,72,9,10,7,1,1,2,2,7,1,2,5,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
2020-06-23,6591,61,16,1049,282,54,5,181,1634,851,350,45,65,660,1591,13,13,650,199,8,12,41,10,34,661,47,62,15,38,1,6,22,32,18,39,21,11,12,27,6,6,3,6,26,1757,530,14,45,4,51,6,9,44,13,3,5,73,9,11,7,1,1,2,3,7,1,2,5,1,1,1,1,4,1,1,3,1,,,,,,,,,,,,,,,,,
2020-06-24,6652,62,16,1060,283,54,5,181,1649,854,355,45,66,664,1594,13,13,651,202,9,19,41,10,34,663,47,64,15,38,1,6,23,32,18,41,21,11,12,27,6,6,3,7,27,1758,530,14,46,4,51,6,10,43,13,3,5,73,9,11,7,1,1,2,3,7,1,2,5,1,1,1,1,4,1,1,3,1,1,,,,,,,,,,,,,,,,
2020-06-25,6716,63,20,1068,285,54,5,181,1660,854,365,46,67,672,1594,13,13,656,205,9,1,41,10,34,664,48,64,15,38,1,6,23,33,18,41,21,11,12,27,6,6,3,7,27,1761,531,20,46,4,51,6,10,44,13,3,5,83,9,11,8,1,1,2,3,7,1,2,5,1,1,1,1,4,1,1,4,1,1,,,,,,,,,,,,,,,,
2020-06-26,6778,64,20,1089,287,54,5,182,1670,854,365,46,69,673,1598,13,13,657,208,9,54,41,10,34,665,50,64,16,38,1,6,23,33,18,40,21,11,12,27,6,6,3,7,27,1764,531,24,46,4,51,6,10,44,13,3,5,84,9,13,8,1,1,2,3,7,1,2,5,1,1,1,1,4,1,1,6,1,1,2,,,,,,,,,,,,,,,
2020-06-27,6937,65,20,1111,287,54,5,183,1688,857,365,46,73,679,1598,13,13,659,209,9,79,41,10,34,665,50,64,16,38,1,6,23,33,18,40,21,12,12,27,7,6,3,8,28,1764,533,24,46,4,51,6,10,46,13,3,5,84,9,13,8,1,1,3,3,7,1,2,5,1,1,1,1,4,1,1,6,1,1,2,,,,,,,,,,,,,,,
2020-06-28,7107,65,20,1123,288,55,5,183,1697,857,365,46,74,681,1598,13,13,660,209,9,,41,10,35,666,50,64,18,38,1,6,23,33,18,40,21,13,12,27,7,6,3,8,28,1764,533,25,46,4,51,6,10,46,13,3,5,84,9,13,8,1,1,3,3,7,1,2,5,1,1,1,1,5,1,1,6,1,1,2,,,,,,,,,,,,,,,
2020-06-29,7170,66,20,1145,292,57,5,184,1718,857,365,48,74,684,1602,13,13,663,213,9,,41,10,36,667,49,64,20,38,1,6,25,33,18,40,21,13,12,27,6,6,3,8,28,1778,534,31,46,4,51,6,10,47,14,3,5,85,9,17,8,1,1,4,3,7,1,2,5,1,1,1,1,4,1,1,6,1,1,4,,,,,,,,,,,,,,,
2020-06-30,7235,66,20,1167,294,57,5,184,1728,857,365,50,77,687,1602,13,13,664,215,9,,41,10,35,668,52,64,22,38,1,7,26,34,19,40,21,14,12,27,6,6,3,8,28,1781,533,37,46,4,51,6,10,48,14,3,5,85,9,17,8,1,1,4,3,7,1,3,5,1,1,1,1,4,1,1,6,1,1,4,,,,,,,,,,,,,,,
2020-07-01,7294,67,20,1178,296,59,5,189,1751,859,373,51,78,687,1603,14,13,664,216,9,,42,10,35,670,52,67,22,38,1,7,26,36,19,40,21,14,12,27,6,6,3,8,28,1781,535,38,46,4,51,6,10,48,14,3,5,84,10,17,8,1,1,4,3,7,1,4,5,1,1,1,1,4,1,1,6,1,1,4,1,,,,,,,,,,,,,,
2020-07-02,7344,68,20,1192,296,58,6,187,1766,860,373,51,79,689,1603,15,13,665,216,9,,44,10,35,670,54,67,25,39,2,7,26,36,19,40,21,14,12,27,7,7,3,8,28,1785,536,44,46,4,51,6,10,49,14,3,5,126,10,17,8,1,1,4,3,7,1,4,5,2,1,1,1,4,1,1,6,1,1,5,1,,,,,,,,,,,,,,
2020-07-03,7344,70,20,1212,298,58,6,192,1791,861,373,50,79,690,1603,15,13,669,224,9,96,45,11,36,668,55,67,25,39,2,7,26,37,19,40,21,14,12,27,7,7,3,9,28,1789,540,46,46,4,51,6,10,50,14,3,5,126,10,17,8,1,1,4,3,7,1,5,5,2,1,1,1,4,1,2,6,1,2,8,1,,,,,,,,,,,,,,
2020-07-04,7406,71,21,1230,299,58,6,195,1838,861,373,50,79,693,1603,16,13,670,224,9,118,45,11,36,669,56,67,25,39,2,7,26,39,19,40,21,14,13,27,7,7,3,9,28,1789,540,46,46,4,51,6,10,50,14,3,5,127,10,17,8,1,1,4,3,7,1,5,5,2,1,1,1,4,1,2,6,1,2,8,1,,,,,,,,,,,,,,
2020-07-05,7593,71,24,1237,299,58,6,194,1866,861,373,50,79,694,1603,16,13,669,224,9,,45,11,36,670,56,67,25,39,2,7,27,39,19,40,21,14,13,27,7,7,3,9,28,1789,540,46,46,4,51,8,10,50,14,3,5,128,10,17,8,1,1,4,3,7,1,5,5,2,1,1,1,4,1,2,6,1,2,8,1,,,,,,,,,,,,,,
2020-07-06,7643,71,24,1242,301,61,5,194,1882,861,377,50,79,699,1611,17,13,671,227,9,,45,11,37,670,58,67,25,39,2,7,27,41,19,41,21,14,13,27,8,7,3,9,28,1793,539,50,44,4,52,8,10,51,15,5,5,128,10,17,8,1,1,4,3,7,1,5,5,1,1,1,1,4,1,2,6,1,2,8,2,,,,,,,,,,,,,,
2020-07-07,7687,74,24,1259,302,63,5,196,1909,863,378,50,81,698,1611,17,13,672,229,9,,47,11,37,671,58,67,25,39,2,7,27,44,19,40,21,14,13,28,8,7,3,9,28,1797,540,51,44,4,51,8,10,52,15,5,5,166,10,17,8,1,1,4,3,7,1,5,5,1,1,1,1,4,1,2,6,1,2,8,2,,,,,,,,,,,,,,
2020-07-08,7789,76,24,1272,304,63,5,198,1963,867,379,53,83,699,1620,17,13,681,231,9,,49,11,38,671,59,70,25,39,2,7,27,46,20,40,21,14,13,28,8,7,3,10,28,1800,544,51,44,4,52,8,10,52,17,5,5,167,10,18,8,1,1,4,4,7,1,4,5,1,1,4,1,4,1,2,6,1,2,8,2,,,,,,,,,,,,,,
2020-07-09,7876,80,24,1299,309,65,5,202,1998,869,390,55,85,706,1620,18,13,684,233,11,,50,11,38,676,61,70,27,39,2,7,27,46,20,40,21,14,13,28,8,7,4,10,31,1805,545,52,44,4,51,8,10,52,18,5,5,167,10,18,8,1,1,4,4,7,1,4,6,1,1,7,1,4,1,2,6,1,2,8,2,,,,,,,,,,,,,,
2020-07-10,7978,80,24,1311,309,66,5,205,2028,870,390,56,86,708,1622,18,13,684,235,11,,49,11,38,676,61,73,27,39,2,7,27,47,20,40,21,14,13,28,8,7,4,11,30,1809,545,52,48,5,51,8,10,52,18,5,5,169,10,19,8,1,1,4,4,7,1,4,6,1,1,7,1,4,2,2,6,1,2,8,2,3,,,,,,,,,,,,,
2020-07-11,8063,84,24,1335,312,66,5,206,2076,870,390,58,89,709,1622,18,13,688,241,12,,51,11,38,678,62,73,28,39,3,8,27,47,20,40,21,14,13,29,8,7,4,11,31,1809,546,52,48,6,51,8,10,52,18,5,5,169,11,19,8,2,1,4,4,7,1,4,8,1,1,9,1,4,2,2,6,1,2,8,2,3,1,,,,,,,,,,,,
2020-07-12,8136,86,24,1348,312,66,5,212,2129,877,390,58,89,709,1622,18,13,692,241,15,,52,12,38,678,63,73,27,39,3,7,27,48,21,40,21,14,13,29,8,7,4,10,32,1809,546,52,48,6,52,8,10,53,18,5,5,179,11,19,8,2,1,4,4,7,1,4,9,2,1,9,1,4,3,2,6,1,2,8,2,3,1,,,,,,,,,,,,
2020-07-13,8211,88,25,1373,314,62,5,217,2182,878,395,60,95,712,1636,18,13,696,243,16,,52,12,38,679,65,73,27,39,3,7,27,52,21,40,21,15,13,31,8,9,4,11,33,1819,546,52,49,6,52,9,10,55,20,5,5,178,11,19,8,2,1,6,4,7,1,4,9,3,1,10,1,4,3,2,6,1,2,8,2,3,1,,,,,,,,,,,,
2020-07-14,8296,95,25,1405,315,62,6,218,2226,878,395,61,97,714,1636,18,13,699,244,16,26,52,13,39,680,67,73,29,39,3,8,27,52,21,40,21,15,13,33,8,9,4,11,34,1859,548,53,49,6,53,9,10,57,20,5,5,179,11,19,8,2,1,6,4,7,1,4,10,4,1,16,1,4,3,2,6,1,2,8,2,3,1,1,,,,,,,,,,,
2020-07-15,8436,99,25,1443,315,63,6,221,2266,878,399,66,98,716,1644,18,13,702,245,16,16,54,13,39,682,69,75,29,39,3,8,27,54,22,40,21,16,13,34,8,9,4,13,34,1861,549,53,50,6,53,8,10,58,20,5,5,179,11,19,9,2,1,7,4,7,1,4,10,4,1,16,1,4,3,2,6,1,2,8,2,3,1,2,,,,,,,,,,,
2020-07-16,8548,106,25,1468,315,63,6,225,2316,878,399,67,98,717,1644,18,13,703,248,16,,54,14,39,683,69,75,31,39,3,8,27,54,22,40,21,17,13,34,8,9,4,12,35,1864,553,53,50,6,52,9,10,58,20,5,5,178,11,19,9,2,1,7,4,7,1,4,10,4,1,16,1,4,3,2,6,1,2,8,2,3,1,2,,,,,,,,,,,
2020-07-17,8607,109,25,1489,316,64,6,230,2363,879,400,73,99,721,1650,18,13,706,249,16,13,56,14,39,682,69,77,31,40,3,9,28,54,22,40,21,17,13,35,8,9,4,13,35,1865,554,53,50,6,52,9,10,58,20,5,5,177,12,19,9,2,1,7,4,7,1,4,10,3,1,16,1,4,3,2,6,1,2,8,2,3,1,2,1,,,,,,,,,,
2020-07-18,8732,109,25,1495,316,65,6,230,2401,882,400,75,100,724,1650,18,13,707,249,16,,55,14,40,682,70,77,31,41,3,9,28,56,22,40,21,17,13,35,8,9,4,14,35,1869,557,53,50,6,52,9,10,58,20,6,5,178,12,19,9,2,1,7,4,7,1,4,10,3,1,19,1,4,3,2,6,1,2,8,2,3,1,2,1,,,,,,,,,,
2020-07-19,8756,110,25,1502,316,65,6,233,2430,883,400,75,101,725,1650,18,13,710,250,16,,59,14,40,684,70,78,31,41,3,9,28,56,22,40,22,17,14,36,8,9,4,15,35,1872,559,53,50,6,53,9,10,58,20,6,5,182,12,19,9,2,1,7,4,7,1,4,10,3,1,19,1,4,3,2,6,1,2,8,2,3,1,2,1,,,,,,,,,,
2020-07-20,8798,110,25,1527,320,67,7,237,2482,883,403,76,103,723,1663,18,13,711,258,16,16,59,15,41,685,70,82,35,41,3,9,30,56,21,40,23,17,15,40,8,9,7,16,35,1873,559,53,51,6,53,10,12,56,20,6,5,183,12,19,9,2,1,8,4,7,1,4,10,3,4,19,1,4,3,2,6,1,2,8,3,3,1,1,2,7,,,,,,,,,
2020-07-21,8914,115,25,1569,320,68,10,242,2541,887,403,78,105,724,1663,20,13,715,258,17,89,60,15,42,687,70,82,35,41,3,9,32,59,21,40,23,17,16,39,8,9,7,16,35,1873,559,55,51,6,53,11,12,56,20,6,5,183,12,20,9,3,1,10,4,7,1,4,11,5,4,21,1,4,3,2,6,1,2,8,4,4,1,1,1,8,,,,,,,,,
2020-07-22,9085,125,25,1612,320,69,10,253,2605,892,404,79,107,727,1673,20,13,721,265,17,39,61,15,42,684,71,82,36,41,3,10,32,61,21,40,23,17,17,40,8,9,8,17,35,1877,560,55,51,6,53,11,12,56,21,6,5,181,12,20,9,3,1,10,4,7,1,4,11,5,4,22,1,4,3,2,5,1,2,8,4,4,1,1,1,8,,,,,,,,,
2020-07-23,9240,129,26,1649,320,74,10,261,2669,898,404,80,108,731,1673,20,13,724,269,17,42,61,15,44,685,72,84,38,42,3,10,32,61,23,41,23,17,19,41,8,9,9,17,35,1880,563,55,51,6,53,12,12,56,21,7,5,182,13,20,9,3,1,11,6,7,1,4,16,5,4,23,1,4,3,2,5,1,2,8,4,4,2,1,1,8,,,,,,,,,
2020-07-24,9395,131,27,1691,323,77,10,268,2718,902,409,87,110,734,1676,20,13,727,272,17,81,62,15,47,688,72,85,38,42,3,11,32,62,23,41,25,17,20,43,8,10,9,16,35,1881,565,56,51,6,53,13,12,56,21,7,5,184,13,20,9,3,1,13,6,7,1,4,16,5,4,24,1,4,3,2,5,1,2,9,4,4,2,1,,8,,,,,,,,,
2020-07-25,9587,136,27,1717,324,77,10,273,2758,912,409,87,112,737,1676,20,13,733,274,17,,62,15,47,688,74,87,38,43,4,11,32,65,23,41,25,17,20,43,8,10,9,16,35,1887,571,56,51,6,53,13,12,56,21,7,5,185,13,20,9,3,1,13,6,7,1,4,17,5,4,24,1,4,3,2,5,1,2,9,4,4,5,1,,8,1,,,,,,,,
2020-07-26,9666,139,27,1745,326,78,12,280,2802,914,409,89,115,741,1681,19,13,735,274,17,2,62,15,48,689,74,87,38,44,4,11,32,65,23,42,26,17,20,45,8,10,9,17,36,1887,571,57,53,6,53,13,13,56,21,8,5,191,13,20,9,3,1,13,6,7,1,4,17,5,4,24,1,4,3,2,5,1,2,9,4,4,5,1,,9,1,,,,,,,,
2020-07-27,9758,141,27,1784,328,80,11,287,2837,916,413,90,117,746,1694,20,13,738,274,17,54,63,15,48,690,74,88,39,44,5,11,32,66,23,42,25,16,20,45,9,10,10,18,35,1890,572,57,53,7,54,13,13,56,21,8,6,195,12,20,9,3,1,15,6,7,1,4,17,5,4,25,1,4,3,2,5,1,2,9,4,4,5,1,,10,1,,,,,,,,
2020-07-28,9901,145,27,1831,329,82,14,293,2895,917,413,91,119,748,1694,22,14,743,273,18,,63,15,48,689,76,89,39,44,5,11,32,68,23,43,25,16,22,45,9,10,10,18,35,1893,574,58,53,7,53,13,14,56,21,8,6,197,12,20,9,3,1,15,6,7,1,4,17,5,4,25,1,4,3,2,5,1,2,9,4,4,6,1,1,10,1,,,,,,,,
2020-07-29,10022,147,27,1880,331,83,15,305,2945,927,413,95,122,750,1711,23,14,749,273,18,,66,15,49,690,77,92,39,46,4,11,33,70,24,43,26,16,23,45,9,10,10,17,35,1892,576,58,53,8,53,13,14,56,22,8,6,199,12,21,9,3,1,18,6,7,1,4,18,5,4,25,1,4,3,2,5,1,2,9,4,4,6,1,1,11,2,,,,,,,,
2020-07-30,10107,152,28,1918,336,88,16,319,2992,939,422,99,123,750,1711,25,15,754,278,18,43,67,15,52,692,78,92,40,46,4,12,33,77,25,43,26,18,22,46,9,9,10,18,35,1896,578,58,55,8,54,14,15,56,22,8,7,198,14,21,9,3,1,18,7,7,1,5,18,5,4,25,1,4,3,2,5,1,2,9,4,4,6,1,1,12,2,,,,,,,,
2020-07-31,10255,154,29,1978,339,95,19,329,3028,942,428,101,128,755,1724,28,15,766,284,18,102,69,15,57,692,81,96,42,47,4,11,34,94,26,43,26,19,24,47,9,9,10,17,35,1901,581,58,55,8,56,15,15,56,22,8,7,200,14,21,10,3,1,18,7,7,1,8,20,5,6,25,1,4,3,2,5,1,2,9,4,4,7,1,1,15,,,,,,,,,
2020-08-01,10354,156,30,2008,340,94,20,333,3074,943,428,104,128,758,1724,29,15,764,287,18,76,73,15,57,692,81,96,42,48,4,11,34,95,26,43,26,22,24,47,9,9,11,18,35,1901,581,58,55,8,56,16,15,56,23,8,7,201,14,21,10,3,1,18,7,7,1,8,20,5,6,25,1,4,3,2,5,1,2,9,4,4,7,1,1,15,,,,,,,,,
2020-08-02,10494,157,30,2028,341,95,21,347,3118,949,428,106,138,772,1724,34,17,766,289,18,94,74,15,58,694,82,96,42,54,4,12,36,96,26,43,28,25,24,48,9,9,11,17,35,1901,583,58,55,8,56,16,15,56,24,8,8,201,14,21,10,3,1,19,8,7,1,8,20,5,6,25,1,4,3,2,5,1,2,9,4,4,7,1,1,17,,,,,,,,,
2020-08-03,10625,160,31,2064,344,94,21,357,3163,949,435,108,139,775,1739,34,19,767,289,19,73,72,15,59,695,82,98,43,54,4,13,36,100,26,43,28,25,24,48,9,9,11,18,35,1901,582,58,54,8,56,16,15,56,24,8,9,202,14,21,10,3,1,19,11,8,1,8,20,5,6,26,1,4,3,2,5,1,2,9,4,4,8,1,1,17,,,,,,,,,
2020-08-04,10737,160,31,2101,346,93,21,360,3195,950,435,108,142,781,1739,34,19,769,291,19,71,73,15,63,695,82,98,43,55,4,13,37,104,26,43,28,25,24,48,9,9,11,17,37,1904,586,58,55,8,57,16,15,57,24,9,10,203,14,21,10,3,1,19,11,7,1,8,20,5,6,26,1,4,3,2,5,1,2,9,4,4,9,1,1,17,,,,,,,,,
2020-08-05,10889,163,32,2139,346,94,23,376,3215,951,443,113,143,784,1748,43,19,778,297,19,63,77,15,65,696,83,99,43,57,4,13,37,107,26,43,28,26,26,49,10,9,11,18,37,1908,592,58,55,8,57,16,15,57,24,9,10,203,14,22,10,3,1,19,12,7,1,9,20,5,6,26,1,4,3,2,5,1,3,9,4,4,9,2,1,17,,,,,,,,,
2020-08-06,11036,169,33,2179,350,97,25,385,3244,954,458,116,150,788,1748,49,19,783,297,19,71,77,15,67,698,87,99,44,59,4,13,37,110,26,42,28,29,26,49,12,9,11,19,37,1915,594,58,55,8,58,16,15,57,24,9,11,205,15,22,10,3,1,20,12,7,1,9,21,5,6,26,4,4,3,2,5,1,3,9,4,5,9,2,1,17,,1,,,,,,,
2020-08-07,11153,172,33,2220,353,99,28,401,3266,956,466,117,153,791,1756,50,19,784,298,19,76,78,15,67,700,89,100,45,61,4,13,37,116,26,44,29,31,26,50,12,9,11,20,37,1922,595,58,55,8,60,17,15,58,24,10,11,205,15,22,10,3,2,20,13,8,1,10,21,5,6,26,4,4,3,3,5,1,3,10,4,5,9,2,1,19,,1,,,,,,,
