,Gallatin,Lewis and Clark,Silver Bow,Yellowstone,Missoula,Broadwater,Flathead,Madison,Roosevelt,Cascade,Ravalli,Jefferson,Hill,Lincoln,Meagher,Toole,Lake,Park,Deer Lodge,Liberty,Musselshell,Unknown,Carbon,Glacier,Beaverhead,Richland,Stillwater,Big Horn,Golden Valley,Pondera,Wheatland,Rosebud,Custer,Fergus,Valley,Dawson,Treasure,Granite,Teton,Sheridan,Fallon,Garfield,Sanders,Wibaux,Sweet Grass,Blaine,McCone,Chouteau,Judith Basin,Powder River,Daniels,Powell,Prairie,Phillips,Mineral,Carter,Petroleum
2020-11-24,18,11,20,116,41,1,30,2,39,66,12,0,27,10,7,8,11,3,10,1,2,,6,19,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,1,2,2,2,3,17,0,3,0,5,3,3,0,5,0,3,0
2020-11-25,19,11,21,119,42,1,39,2,39,70,12,0,27,10,7,8,12,3,10,1,2,,6,19,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,1,2,2,2,3,18,0,3,0,5,4,3,0,6,0,3,0
2020-11-26,19,11,21,120,42,1,39,2,39,72,13,0,27,10,7,8,13,3,10,1,2,,6,19,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,1,2,2,2,3,18,0,3,0,5,4,3,0,6,0,3,0
2020-11-27,19,11,21,120,43,1,39,2,38,72,13,0,28,9,7,8,13,3,10,1,2,,6,19,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,1,2,2,2,3,18,0,3,0,5,4,3,0,6,0,3,0
2020-11-28,19,11,20,120,43,1,39,2,40,72,13,0,28,9,7,8,13,3,10,1,4,,6,19,3,7,4,50,0,3,5,24,6,3,5,9,1,1,3,2,1,2,3,3,4,18,0,3,0,5,4,3,0,6,0,3,1
2020-11-29,19,11,22,120,43,1,39,2,40,72,13,0,28,9,7,8,13,3,10,1,4,,6,19,3,7,4,50,0,3,5,24,6,3,5,9,1,1,3,2,1,2,3,3,4,18,0,3,0,5,4,3,0,6,0,3,1
2020-11-30,22,11,27,121,43,1,39,3,40,73,13,0,28,9,7,8,13,3,10,1,4,,6,19,3,7,4,50,0,3,5,24,6,3,5,9,1,1,3,2,1,2,3,3,4,18,0,3,0,5,4,3,1,6,0,3,1
2020-12-01,24,14,30,120,43,1,39,3,40,73,14,0,28,9,7,8,13,3,10,1,6,,6,20,3,7,6,50,0,3,6,24,6,3,5,10,1,1,3,2,1,2,3,3,5,18,0,3,0,5,4,3,1,6,0,3,1
2020-12-02,24,16,30,120,43,1,39,3,41,73,15,1,28,9,7,8,13,3,10,1,6,,6,21,3,8,7,50,0,3,6,24,6,3,6,12,1,1,3,3,1,2,3,3,5,18,0,3,0,5,4,3,1,6,0,4,1
2020-12-03,24,18,30,120,44,1,39,3,41,75,15,1,28,9,7,8,13,3,10,1,6,,6,21,3,9,7,50,0,3,6,25,6,3,7,14,1,1,3,3,1,2,3,3,5,18,0,3,0,5,4,3,1,6,0,4,1
2020-12-04,24,18,31,120,44,1,39,3,42,75,15,1,28,9,7,8,14,3,10,1,6,,6,21,3,9,7,50,0,3,6,25,6,3,7,14,1,1,3,3,1,2,3,3,5,18,0,3,0,5,4,3,2,7,0,4,1
2020-12-05,24,18,31,122,44,1,39,3,42,76,15,1,28,9,7,8,14,3,10,1,6,,6,21,3,9,7,50,0,3,6,25,7,5,7,14,1,1,3,3,1,2,3,3,5,18,0,3,0,5,4,3,2,7,0,4,1
2020-12-06,24,18,31,122,45,1,39,3,42,76,15,1,28,9,7,8,14,3,10,1,6,,6,21,3,9,7,50,0,3,6,25,7,6,7,14,1,1,3,3,1,2,3,3,5,18,0,3,0,5,4,3,2,7,0,4,1
2020-12-07,25,18,31,123,45,1,39,3,42,78,15,1,28,9,7,8,14,3,10,1,6,,6,21,3,9,7,51,0,3,6,25,7,6,7,14,1,1,3,3,1,2,3,4,5,19,0,3,0,5,4,3,2,7,0,4,1
2020-12-08,25,22,31,124,45,1,44,3,42,78,15,1,28,9,7,8,14,3,10,1,6,,6,22,3,9,8,52,0,3,6,25,8,9,7,16,1,1,3,3,1,2,3,4,5,19,0,3,0,5,4,3,2,8,0,4,1
2020-12-09,25,24,30,124,45,1,44,3,42,79,15,2,29,9,7,8,14,3,10,1,6,,6,22,3,9,8,54,0,3,6,26,8,9,7,16,1,1,3,3,1,2,3,4,5,19,0,3,0,5,5,3,2,8,0,4,1
2020-12-10,30,24,31,126,45,1,44,3,42,80,15,1,29,9,7,8,15,4,10,1,6,,7,22,3,9,8,55,0,3,6,26,8,10,7,16,1,1,3,3,1,2,3,4,5,19,0,3,0,5,5,4,2,9,0,4,1
2020-12-11,30,24,31,140,45,1,44,3,42,80,15,1,29,9,7,8,16,4,10,1,6,,7,22,3,9,8,56,0,3,6,26,8,12,7,16,1,1,3,3,1,2,3,4,5,20,0,3,0,5,5,4,2,9,0,4,1
2020-12-12,30,26,31,144,45,1,44,3,42,81,15,1,29,9,7,8,16,4,10,1,6,,7,22,7,9,8,56,0,3,6,26,8,12,7,16,1,1,3,3,1,2,3,4,5,20,0,3,0,5,5,4,2,9,0,4,1
2020-12-13,30,27,31,144,45,1,44,3,42,81,15,1,29,9,7,8,16,4,10,1,6,,7,22,7,9,8,57,0,3,6,26,8,12,7,16,1,1,3,3,1,2,3,4,5,20,0,3,0,5,5,4,2,9,0,4,1
2020-12-14,30,27,31,144,45,1,44,3,42,81,15,1,29,9,7,8,16,4,10,1,6,,7,22,7,9,8,57,0,3,6,26,8,12,7,16,1,1,3,3,1,2,3,4,5,20,0,3,0,5,5,4,2,9,0,4,1
2020-12-15,30,27,31,145,45,2,44,3,42,81,15,1,29,9,7,8,16,4,10,1,7,,7,22,7,9,8,57,0,3,6,26,8,13,7,18,1,2,3,3,1,2,3,4,5,20,0,3,0,5,5,5,2,9,0,4,1
2020-12-16,30,28,34,146,45,2,44,3,42,82,16,2,29,9,7,8,16,4,10,1,7,,7,22,7,9,8,57,0,3,6,26,8,13,7,20,1,2,3,3,1,2,3,4,5,20,0,3,0,5,5,5,2,9,0,4,1
2020-12-17,30,29,34,147,45,2,51,3,42,82,17,2,29,9,7,8,16,4,10,1,7,,7,22,7,9,8,57,0,3,6,26,8,13,7,22,1,2,3,3,1,2,3,4,5,20,0,3,0,5,5,5,2,10,0,4,1
2020-12-18,30,31,34,147,46,2,51,3,42,82,17,2,30,9,7,8,16,4,10,1,7,,7,22,7,9,8,57,0,3,6,26,8,13,7,22,1,2,3,4,1,2,3,4,5,21,0,3,0,5,5,5,2,10,0,4,1
2020-12-19,30,31,34,149,46,2,51,3,42,83,17,3,32,10,7,8,16,4,10,1,7,,7,22,8,9,8,57,0,3,6,27,8,13,7,22,1,2,3,4,1,2,3,4,5,21,0,3,0,5,5,5,2,10,0,4,1
2020-12-20,30,31,34,149,46,2,51,3,42,84,17,3,32,10,7,8,16,4,10,1,7,,7,22,8,9,8,57,0,3,6,27,8,13,7,22,1,2,3,4,1,2,3,4,5,21,0,3,0,5,5,5,2,10,0,4,1
2020-12-21,30,34,34,151,47,2,51,3,42,90,17,3,34,10,7,8,16,4,10,1,7,,7,22,8,9,8,57,0,3,6,27,8,13,7,22,1,2,3,4,1,2,3,4,5,22,0,3,0,5,5,5,2,11,0,4,1
2020-12-22,36,34,34,153,48,2,51,3,42,90,25,3,34,10,7,8,16,4,10,1,7,,7,22,8,9,8,57,0,3,6,27,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,3,0,5,5,5,2,12,0,4,1
2020-12-23,37,36,34,157,50,2,56,3,42,90,25,3,34,10,7,8,16,4,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,3,0,5,5,5,2,12,0,4,1
2020-12-24,37,36,34,158,50,2,56,3,42,91,25,3,34,9,7,8,16,4,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,3,0,5,5,5,2,12,0,4,1
2020-12-25,37,36,34,158,50,2,56,3,42,91,25,3,34,9,7,8,16,4,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,3,0,5,5,5,2,12,0,4,1
2020-12-26,37,36,34,158,51,2,56,3,42,91,25,3,34,9,7,8,16,4,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,3,0,5,5,5,2,12,0,4,1
2020-12-27,37,37,34,159,51,2,56,3,42,92,25,3,34,9,7,8,16,5,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2020-12-28,37,37,34,159,51,2,56,3,42,95,25,3,34,9,7,8,16,5,10,1,7,,8,22,8,9,8,57,0,3,6,28,8,13,7,22,1,2,3,5,1,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2020-12-29,37,37,34,159,51,2,56,3,42,100,25,4,34,9,7,8,16,5,10,1,7,,8,22,8,11,8,58,0,3,6,28,9,13,7,23,1,2,3,5,2,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2020-12-30,37,38,34,160,53,2,56,3,42,104,25,4,34,9,7,8,16,5,10,1,7,,8,23,8,11,8,58,0,3,6,28,9,13,7,23,1,2,5,5,2,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2020-12-31,38,38,34,161,54,1,56,3,51,104,26,4,34,9,7,8,16,6,9,1,7,,8,23,8,11,8,58,0,3,6,28,9,13,7,23,1,2,5,5,2,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2021-01-01,38,38,34,161,54,1,56,3,51,104,26,4,34,9,7,8,16,6,9,1,7,,8,23,8,11,8,58,0,3,6,28,9,13,7,23,1,2,5,5,2,2,3,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2021-01-02,38,39,34,164,55,1,56,3,51,103,26,4,34,9,7,8,16,6,9,1,7,,8,23,8,11,8,58,0,3,6,28,9,13,7,27,1,2,5,5,2,2,4,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2021-01-03,38,40,34,164,55,1,56,3,51,103,26,4,34,9,7,8,16,6,9,1,7,,8,23,8,11,8,58,0,3,6,28,9,13,7,27,1,2,5,5,2,2,4,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2021-01-04,38,42,34,164,55,1,56,3,51,103,26,4,34,9,7,8,16,6,9,1,7,,8,23,8,12,8,58,0,3,6,28,9,13,7,27,1,2,5,5,2,2,4,4,6,22,0,4,0,5,5,5,2,12,0,4,1
2021-01-05,38,42,58,165,56,1,56,3,51,104,26,4,34,9,7,8,16,6,9,1,7,,8,24,8,12,8,58,0,3,6,28,9,13,8,27,1,2,5,5,2,2,4,4,6,23,0,5,0,5,5,5,2,12,0,4,1
2021-01-06,38,42,57,165,58,1,56,3,51,107,26,4,34,9,7,8,17,7,9,1,7,,8,24,8,12,8,58,0,3,6,28,10,13,8,27,1,2,5,5,2,2,5,4,6,23,0,5,0,5,5,5,2,13,0,4,1
2021-01-07,39,41,57,168,58,1,56,3,51,115,26,4,34,9,7,8,17,7,9,1,7,,8,24,8,12,8,69,0,3,6,28,11,13,8,27,1,2,5,5,2,2,5,4,6,23,0,5,0,5,5,5,2,14,0,4,1
2021-01-08,39,42,57,168,58,1,60,3,51,118,26,4,34,9,7,8,17,7,9,1,7,,8,24,8,12,8,68,0,3,6,28,11,15,9,27,1,2,5,5,2,2,5,4,6,23,0,5,0,5,5,5,2,14,0,4,1
2021-01-09,39,42,57,169,58,1,60,3,51,119,26,4,34,9,7,8,17,7,9,1,7,,8,24,8,12,8,69,0,3,6,28,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,14,0,5,1
2021-01-10,39,42,57,170,58,1,60,3,51,119,26,4,34,9,7,8,18,7,9,1,7,,8,24,8,12,8,69,0,3,6,28,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,14,0,5,1
2021-01-11,39,42,57,170,58,1,60,3,51,119,26,4,34,9,7,8,18,7,9,1,7,,8,24,8,12,8,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,14,0,5,1
2021-01-12,39,42,62,170,58,1,60,3,51,119,27,5,35,9,7,8,18,7,9,1,7,,8,24,8,12,10,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,14,0,5,1
2021-01-13,39,42,63,171,58,1,60,3,52,119,27,5,35,9,7,8,18,7,9,1,7,,8,24,8,12,10,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-14,41,45,63,171,59,1,60,3,52,119,27,7,36,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-15,41,47,63,172,59,1,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-16,41,48,63,173,59,1,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,29,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-17,41,49,63,174,60,1,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,30,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-18,41,49,63,174,60,2,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,30,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-19,41,49,63,174,60,2,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,30,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-20,41,49,64,174,60,2,60,3,52,122,27,7,37,9,7,8,19,7,9,1,7,,8,24,8,12,10,69,0,3,6,30,11,15,9,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-21,43,50,64,174,60,2,60,3,52,124,27,7,37,9,7,8,19,7,9,1,7,,8,25,8,12,10,69,0,3,6,30,12,15,10,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-22,43,50,64,174,61,2,60,6,52,124,27,7,37,9,7,8,19,7,9,1,7,,8,25,8,12,10,69,0,3,6,31,12,14,10,27,1,2,5,5,2,2,5,5,6,23,0,5,0,5,5,5,2,13,0,5,1
2021-01-23,43,58,64,174,74,2,60,6,52,124,27,7,37,9,7,8,19,7,9,1,8,,8,25,8,12,12,69,2,3,6,31,14,19,10,27,1,2,5,5,2,2,5,5,6,24,0,5,1,6,5,5,2,13,0,5,1
2021-01-24,43,59,64,174,75,3,61,6,52,128,27,7,37,9,7,8,19,7,9,1,8,,8,25,8,12,12,69,2,3,6,31,14,19,10,27,1,2,5,5,2,2,5,5,6,24,0,5,1,6,5,7,2,13,0,5,1
2021-01-25,43,59,64,174,75,3,60,6,52,129,27,7,37,9,7,8,19,7,9,1,8,,8,25,8,12,12,69,2,3,6,31,14,19,10,27,1,2,5,5,2,2,5,5,6,24,0,5,1,6,5,7,2,13,0,5,1
2021-01-26,45,59,67,175,78,3,60,6,52,132,27,7,39,9,7,8,26,7,9,1,8,,11,29,8,12,12,69,2,3,6,32,14,19,10,27,1,2,5,5,2,2,10,5,6,24,0,5,1,6,5,7,2,13,0,5,1
2021-01-27,45,59,67,176,78,3,60,6,52,137,27,7,39,9,7,8,26,7,9,1,8,,11,29,8,13,12,69,2,3,6,40,14,19,10,27,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-01-28,47,60,67,177,79,3,60,6,53,137,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,27,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-01-29,47,60,67,177,79,3,74,6,53,138,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,27,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-01-30,47,60,67,177,80,3,74,6,53,141,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,28,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-01-31,47,60,67,177,80,3,74,7,53,141,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,28,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-02-01,47,60,67,177,81,3,74,7,53,141,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,28,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,13,0,5,1
2021-02-02,47,61,78,178,81,4,74,7,53,141,27,7,39,9,7,10,26,7,10,1,8,,11,29,8,13,12,69,2,3,6,42,14,19,10,28,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,14,0,5,1
2021-02-03,47,61,78,225,81,4,74,7,53,144,27,7,39,9,7,10,26,7,12,1,8,,11,29,8,14,12,69,2,3,6,43,14,19,10,28,1,2,5,5,2,2,10,5,6,24,0,5,1,6,6,7,2,14,0,5,1
2021-02-04,48,61,78,225,82,4,74,7,53,144,28,7,39,12,7,10,26,7,12,1,8,,11,29,8,14,12,69,2,3,6,43,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-05,51,61,78,225,82,4,74,7,52,144,28,7,39,12,7,10,26,7,12,1,8,,11,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-06,51,61,78,226,82,4,74,7,52,144,28,7,39,12,7,10,26,7,12,1,8,,11,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-07,51,62,78,226,82,4,74,7,52,144,28,7,39,13,7,10,26,7,12,1,8,,11,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-08,51,62,78,226,82,4,74,7,52,144,28,7,39,13,7,10,26,7,12,1,8,,11,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-09,51,63,78,227,82,4,74,7,52,144,28,7,39,12,7,10,26,7,12,1,8,,11,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-10,51,63,78,227,83,4,74,7,52,149,28,7,39,12,7,10,26,7,12,1,8,,10,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-11,52,63,78,227,83,4,74,7,52,149,28,7,39,12,7,10,26,7,12,1,8,,10,29,8,14,12,68,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-12,52,63,78,227,83,4,74,7,52,149,28,7,39,12,7,10,26,7,12,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-13,52,63,78,229,83,5,74,7,52,149,28,7,39,12,7,10,26,7,12,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-14,52,63,78,229,83,5,74,7,52,149,28,7,39,12,7,10,26,7,12,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-15,52,63,78,229,83,5,74,7,52,149,28,7,39,12,7,10,26,8,12,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-16,52,64,78,230,83,5,74,7,52,149,28,7,39,12,7,10,26,8,13,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,10,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-17,52,64,78,230,83,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,11,28,1,2,5,5,2,2,9,5,6,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-18,52,66,78,230,83,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,11,28,1,2,5,5,2,2,9,5,7,24,0,5,1,6,7,7,2,14,0,5,1
2021-02-19,52,66,78,231,83,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,10,29,8,14,12,71,2,3,6,44,14,19,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-20,52,66,78,231,83,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,12,71,2,3,6,44,14,20,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-21,52,66,78,232,83,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,12,71,2,3,6,44,14,20,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-22,52,66,78,232,82,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,12,71,2,3,6,44,14,20,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-23,52,66,80,233,82,5,74,7,52,149,28,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,13,71,2,3,6,44,14,21,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-24,52,66,80,234,82,5,74,7,52,150,28,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,13,71,2,3,6,44,14,21,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-25,52,66,80,235,82,5,74,7,52,150,29,8,39,13,7,10,26,8,13,1,8,,11,29,8,14,13,71,2,3,6,44,14,21,11,28,1,2,5,5,2,2,9,5,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-26,54,67,80,235,82,5,74,7,52,150,29,8,39,13,7,10,26,9,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,21,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-27,54,67,80,235,82,5,74,7,52,150,29,8,39,13,7,10,26,9,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,21,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-02-28,54,67,80,235,82,5,74,7,52,150,29,8,39,13,7,10,26,10,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,21,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-01,54,67,80,235,82,5,74,7,52,150,29,8,39,13,7,10,26,10,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,21,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-02,54,67,81,236,82,5,81,7,52,150,30,8,39,13,7,10,26,10,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,26,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-03,54,67,81,236,82,5,81,7,52,150,30,8,39,13,7,10,26,10,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-04,55,68,81,236,82,5,81,7,52,150,30,8,39,13,7,10,26,11,13,1,8,,11,29,8,14,13,71,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-05,55,68,81,237,83,5,81,7,52,150,30,8,39,13,7,10,26,11,13,1,8,,11,29,8,15,13,72,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-06,55,68,81,237,83,5,81,7,52,150,30,8,39,13,7,10,26,11,13,1,8,,11,30,8,15,13,72,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-07,55,68,81,237,83,5,81,7,52,150,30,8,39,13,7,10,26,11,13,1,8,,11,30,8,15,13,72,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-08,55,68,81,237,83,5,81,7,52,150,30,8,39,13,7,10,26,11,13,1,8,,11,30,8,15,13,72,2,3,6,44,15,27,11,28,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-09,55,68,81,238,83,5,81,7,52,150,29,8,39,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-10,55,68,81,239,83,5,81,7,52,150,29,8,40,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,9,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-11,55,68,81,240,84,5,82,7,52,150,29,8,40,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-12,55,68,81,240,84,5,82,7,52,150,29,8,41,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-13,55,68,81,240,84,5,82,7,52,150,29,8,41,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-14,55,68,81,240,84,5,82,7,52,150,29,8,41,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,29,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-15,55,68,81,240,84,5,82,7,52,150,29,8,41,13,7,10,26,12,13,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,30,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,14,0,5,1
2021-03-16,55,68,81,240,84,5,82,7,52,150,29,8,41,13,7,10,26,13,14,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,30,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-17,55,68,81,240,84,5,82,7,52,150,30,8,41,13,7,10,26,13,14,1,8,,12,30,8,15,13,72,2,3,7,44,15,27,11,30,1,2,5,5,2,2,10,6,7,24,1,5,1,6,7,7,2,15,0,5,1
