,Anchorage,Fairbanks North Star Borough,Ketchikan Gateway Borough,Kenai Peninsula Borough,Juneau City and Borough,Matanuska-Susitna Borough,Unknown,Yukon-Koyukuk Census Area,Southeast Fairbanks Census Area,Petersburg Borough,Bethel Census Area,Prince of Wales-Hyder Census Area,Nome Census Area,Kodiak Island Borough,Sitka City and Borough,Valdez-Cordova Census Area,Bristol Bay plus Lake and Peninsula,Northwest Arctic Borough,North Slope Borough,Dillingham Census Area,Aleutians West Census Area,Wrangell City and Borough,Aleutians East Borough,Haines Borough,Denali Borough,Kusilvak Census Area,Yakutat plus Hoonah-Angoon,Skagway Municipality
2021-06-10,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-11,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-12,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-13,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-14,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-15,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-16,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-17,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-18,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-19,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-20,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-21,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-22,174,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-23,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-24,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-25,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-26,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-27,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-28,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-29,175,44,1,19,3,57,0,4,5,0,22,1,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-30,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-01,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-02,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-03,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-04,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-05,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-06,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-07,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-08,176,44,1,19,3,58,0,4,5,0,22,2,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-09,177,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-10,177,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-11,177,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-12,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-13,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-14,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-15,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-16,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-17,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-18,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-19,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-20,179,44,1,19,3,58,0,4,5,0,22,3,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-21,179,44,1,19,3,58,0,4,5,0,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-22,179,44,1,19,3,58,0,4,5,0,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-23,180,44,1,19,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-24,180,44,1,19,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-25,180,44,1,19,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-26,180,44,1,19,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-27,180,44,1,19,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-28,181,44,1,20,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-29,181,44,1,20,3,58,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-30,183,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-07-31,183,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-01,183,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-02,183,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-03,185,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-04,187,44,1,20,3,59,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-05,189,45,1,20,3,61,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-06,189,45,1,20,3,61,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-07,189,45,1,20,3,61,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-08,189,45,1,20,3,61,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-09,190,45,1,20,3,61,0,4,5,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-10,190,45,1,20,3,61,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-11,190,45,1,20,3,61,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-12,191,45,2,20,3,62,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-13,191,45,2,20,3,62,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-14,191,45,2,20,3,62,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-15,191,45,2,20,3,62,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-16,191,45,2,20,3,62,0,4,6,1,22,4,0,6,1,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-17,195,45,2,20,3,62,0,4,6,1,22,4,0,6,2,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-18,198,45,2,20,3,63,0,4,6,1,22,4,0,6,2,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-08-19,198,45,2,20,3,63,0,4,6,1,22,4,0,6,2,2,0,2,4,2,0,0,3,0,0,4,2,0
