,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2020-05-21,491,4530,4034,60,328,487,27,930,17,69,97,317,778,96,45,217,107,68,344,37,77,89,97,46,24,74,409,26,20,98,55,321,9,11,12,44,59,7,110,35,124,13,8,32,31,10,22,162,18,262,31,2,22,7,15,93,22,3,29,607,19,184,15,17,1385,4,26,63,29,28,12,20,9,12,22,27,16,63,12,6,6,52,51,10,13,14,8,12,5,403,4,3,188,14,2,1
2020-05-22,500,4596,4127,61,333,531,27,950,17,70,100,335,792,97,46,218,110,68,343,37,78,90,101,47,25,78,423,26,20,100,57,350,10,11,12,45,60,7,130,35,124,13,8,32,31,10,26,163,18,263,31,3,22,7,15,97,22,3,29,607,19,187,15,17,1390,4,26,64,29,29,12,21,9,12,23,28,16,63,12,6,6,52,51,10,14,14,8,12,5,406,4,3,193,14,2,1
2020-05-23,503,4683,4225,61,337,566,27,977,17,72,103,360,809,107,48,234,114,72,343,39,81,91,101,48,25,78,426,27,20,104,56,359,13,11,12,45,61,7,131,36,133,13,8,33,31,11,26,164,20,264,31,3,24,7,16,97,25,3,29,607,19,188,15,17,1388,4,26,65,29,29,12,24,9,12,24,27,19,63,12,6,6,54,51,10,16,14,8,12,5,408,4,3,194,14,3,1
2020-05-24,512,4731,4336,61,341,640,27,998,17,72,104,371,811,109,48,240,119,73,355,39,82,93,101,47,26,78,421,27,20,107,56,377,15,11,12,46,60,7,132,36,134,13,8,33,31,11,25,165,20,265,31,3,27,7,17,100,25,3,30,607,19,189,15,17,1393,4,26,65,29,29,12,24,10,12,24,27,19,63,12,7,6,53,51,10,17,14,9,12,5,409,4,3,195,15,3,1
2020-05-25,522,4821,4451,61,352,694,27,1029,17,72,110,389,827,109,48,248,114,73,363,39,82,98,104,47,26,79,427,27,20,107,56,380,15,11,12,46,60,7,136,36,135,13,8,34,32,11,25,173,21,269,31,3,27,7,17,101,25,3,30,608,19,188,15,17,1392,4,26,66,29,29,12,24,11,12,24,29,21,63,13,6,6,53,56,11,17,14,9,13,5,410,4,3,197,16,3,1
2020-05-26,527,4974,4531,62,362,717,28,1063,17,75,112,414,838,111,48,251,114,75,371,40,84,99,106,47,26,80,427,27,20,108,58,410,15,11,12,48,61,7,136,37,135,13,8,35,32,11,25,174,23,269,31,3,27,7,17,108,25,3,30,608,19,189,15,17,1392,4,26,66,29,29,12,27,12,12,24,29,21,63,13,6,6,53,56,12,17,14,9,13,5,413,4,3,197,16,3,1
2020-05-27,532,5068,4615,60,376,772,28,1090,17,75,114,426,843,111,49,258,125,75,382,40,89,105,107,48,30,81,428,27,20,110,59,428,16,11,13,49,60,8,137,37,136,13,8,37,32,11,25,174,25,270,31,3,28,7,17,119,25,3,30,608,19,192,15,17,1392,4,26,66,30,30,12,28,12,12,24,29,22,63,13,6,6,54,56,13,17,15,10,14,5,413,4,3,197,16,3,1
2020-05-28,533,5147,4718,60,377,843,28,1116,17,76,118,441,852,111,50,261,133,75,387,39,89,108,110,48,30,81,430,27,20,110,61,461,16,11,12,49,61,8,137,38,136,16,9,37,32,11,25,175,26,274,31,3,30,7,17,124,26,4,30,608,19,194,16,17,1393,4,26,68,30,30,12,28,12,12,24,30,22,63,13,6,6,57,56,15,17,15,11,14,5,413,4,3,198,16,3,1
2020-05-29,542,5210,4823,60,386,939,28,1162,17,80,116,449,858,111,50,262,140,75,389,39,89,113,109,49,34,88,437,27,20,112,61,465,16,12,12,51,62,8,142,39,136,17,9,37,32,12,25,175,26,283,32,3,31,7,17,130,26,4,32,606,19,195,16,17,1393,4,26,70,30,30,12,30,12,12,29,31,23,63,13,7,6,57,55,15,17,15,11,15,5,413,4,3,209,16,3,1
2020-05-30,552,5285,4943,60,402,999,28,1196,18,81,123,465,881,112,50,269,143,75,407,40,91,122,109,50,36,89,442,27,20,115,62,479,16,12,12,53,63,8,143,40,141,21,9,37,31,15,25,175,26,283,33,3,33,7,21,136,26,4,34,607,19,196,16,17,1392,4,26,73,31,30,12,30,12,12,31,31,23,64,13,7,8,58,56,15,17,16,11,15,5,414,4,3,210,16,3,1
2020-05-31,552,5285,5003,60,413,1083,28,1196,18,81,123,465,881,112,50,269,144,75,407,40,91,122,109,50,36,89,442,27,20,115,62,479,16,12,12,53,63,8,143,40,141,21,9,37,31,15,25,175,26,283,33,3,33,7,21,136,26,4,34,607,19,196,16,17,1392,4,26,73,31,30,12,30,12,12,31,31,23,64,13,7,8,58,56,15,17,16,11,15,5,414,4,3,210,16,3,1
2020-06-01,552,5517,5124,60,421,1132,28,1196,18,81,123,465,881,112,50,269,144,75,407,40,91,122,109,50,36,89,442,27,20,115,62,479,16,12,12,53,63,8,143,40,141,21,9,37,31,15,25,175,26,283,33,3,33,7,21,136,26,4,34,607,19,196,16,17,1392,4,26,73,31,30,12,30,12,12,31,31,23,64,13,7,8,58,56,15,17,16,11,15,5,414,4,3,210,16,3,1
2020-06-02,567,5617,5314,60,441,1178,28,1278,18,90,134,511,913,118,55,277,160,75,430,41,93,157,116,52,43,102,455,28,21,121,66,507,16,12,12,54,62,8,154,42,143,23,12,40,31,18,28,174,32,295,34,3,34,7,31,157,27,41,36,609,19,202,16,17,1396,5,26,73,32,31,15,40,12,12,32,32,26,64,15,8,11,58,59,19,19,18,13,15,5,765,4,4,214,16,3,1
2020-06-03,577,5750,5428,60,449,1219,28,1321,18,94,135,516,931,119,57,283,160,75,442,41,93,161,118,52,43,105,459,28,21,125,69,519,16,12,12,54,63,8,157,42,144,24,12,38,31,22,29,173,32,295,34,3,34,7,32,158,27,48,37,610,19,201,19,17,1394,4,26,74,33,31,15,43,12,12,33,33,26,64,15,8,11,58,59,19,19,18,13,15,5,835,4,5,214,16,3,1
2020-06-04,589,5831,5546,60,463,1275,29,1343,18,97,135,523,938,120,57,286,158,75,449,42,93,166,120,52,42,107,461,28,21,136,71,524,16,12,12,54,63,8,161,44,146,24,12,38,31,22,29,173,32,297,34,3,33,7,32,166,27,48,36,610,19,202,19,17,1394,4,26,78,33,32,15,45,12,13,33,33,26,64,15,8,13,58,59,20,19,19,13,15,5,794,4,5,217,16,3,1
2020-06-05,595,5900,5669,60,471,1381,29,1398,18,100,140,542,951,120,59,287,159,76,459,42,93,174,121,52,44,108,467,28,21,144,74,525,17,13,12,54,63,7,165,44,146,24,12,39,32,22,30,173,33,302,34,3,34,7,32,171,27,49,36,613,19,204,18,18,1394,4,26,81,34,31,15,48,12,14,35,34,27,64,16,8,15,59,60,20,19,19,14,15,5,725,4,5,216,16,3,1
2020-06-06,606,6032,5812,62,474,1423,29,1443,18,109,141,545,967,124,60,287,167,86,469,45,93,184,124,52,45,115,475,28,21,152,75,529,19,13,12,54,63,8,168,45,150,24,12,39,32,23,32,174,34,314,34,3,38,8,32,177,27,52,36,614,19,208,20,18,1394,4,26,81,34,32,19,52,12,17,36,36,28,64,16,8,16,62,60,20,19,21,15,15,6,724,4,5,218,16,4,1
2020-06-07,621,6156,5908,62,487,1458,29,1479,18,110,143,553,975,125,61,294,170,86,475,47,94,199,125,52,45,115,479,28,21,151,75,552,21,14,12,54,63,8,167,45,150,24,14,39,32,31,32,178,35,325,34,4,41,8,32,178,27,52,36,614,19,211,21,19,1394,4,26,81,36,32,23,56,12,18,38,36,28,64,16,8,16,59,60,20,19,21,15,15,8,724,4,5,218,16,4,2
2020-06-08,630,6228,6005,62,504,1486,29,1522,18,129,144,567,987,125,67,301,175,86,477,48,94,219,125,52,58,116,480,28,21,155,76,552,21,13,12,54,64,8,170,45,153,24,14,40,32,29,32,179,35,332,34,4,43,8,34,181,27,52,37,613,19,211,22,19,1397,4,26,82,34,32,24,53,12,18,40,36,31,64,17,9,15,60,60,21,19,23,15,15,7,724,4,5,221,16,4,2
2020-06-09,648,6412,6125,66,513,1556,31,1568,18,158,146,580,1011,126,70,310,174,86,488,50,96,233,127,52,62,124,487,28,22,159,75,569,23,13,12,55,64,9,171,45,159,24,14,41,32,30,33,181,35,341,34,4,45,8,34,185,27,52,37,611,19,212,22,19,1397,5,26,84,35,33,23,53,13,19,41,37,32,64,18,9,16,60,60,21,19,24,14,16,6,730,4,5,219,16,4,1
2020-06-10,654,6571,6220,67,529,1645,31,1600,18,178,149,584,1033,127,71,309,182,87,499,54,96,238,128,52,63,128,488,29,22,162,75,571,23,14,12,55,64,9,174,46,159,24,15,41,32,31,34,183,36,346,34,4,44,8,34,186,27,52,37,613,19,213,23,19,1397,5,26,87,35,33,24,53,13,19,48,40,32,64,17,9,16,60,60,21,19,24,14,16,14,712,4,5,220,16,4,1
2020-06-11,662,6627,6365,67,537,1692,36,1620,18,184,151,594,1049,129,73,312,186,88,501,55,97,241,129,52,65,139,491,29,23,163,75,572,23,14,12,55,64,9,174,47,161,24,15,41,32,30,36,182,36,372,34,5,44,8,34,191,28,52,37,614,19,214,24,18,1399,6,27,88,35,34,25,53,13,19,52,39,32,64,17,9,16,60,60,21,19,24,14,17,14,688,4,5,220,16,4,1
2020-06-12,670,6734,6451,70,559,1751,42,1653,22,206,152,597,1059,130,82,319,,88,511,59,104,266,131,53,75,147,497,34,26,167,85,588,33,14,12,59,68,9,188,48,162,25,15,41,32,30,42,182,37,376,34,5,46,8,34,189,29,52,39,614,20,215,24,18,1458,7,28,92,36,34,26,56,14,21,57,40,32,64,18,9,18,61,61,21,19,28,14,17,14,691,4,5,222,18,4,1
2020-06-13,675,6818,6556,69,574,1788,43,1675,24,229,153,609,1075,131,86,324,,90,512,60,103,272,133,53,74,149,501,35,26,169,86,588,32,14,12,62,68,10,196,49,165,27,15,41,32,31,44,182,37,379,34,5,46,8,34,190,29,53,40,614,20,215,24,19,1456,8,30,94,36,34,27,56,14,22,60,40,32,64,18,10,19,61,61,22,20,29,14,18,14,690,4,5,228,18,4,1
2020-06-14,686,6885,6773,70,587,1842,45,1719,24,233,153,633,1088,131,91,332,,90,515,59,104,281,135,53,75,152,510,36,26,172,86,601,33,14,12,62,68,10,198,49,165,27,15,41,33,33,47,184,37,378,34,6,48,8,34,204,29,53,40,614,20,217,24,19,1456,8,30,94,37,35,27,61,14,22,64,41,33,64,18,11,19,61,63,22,20,29,16,18,14,690,4,5,232,18,4,1
2020-06-15,703,7185,6954,70,593,1889,45,1775,24,248,155,649,1105,133,99,339,,90,518,60,106,288,138,53,75,163,520,36,26,177,86,610,33,14,12,63,69,10,199,49,168,27,15,41,36,37,47,183,38,379,34,6,48,8,34,207,29,53,41,614,20,220,25,20,1458,8,30,94,37,35,31,63,14,23,65,41,33,64,18,11,20,62,65,22,20,29,16,19,14,690,5,5,239,18,4,1
2020-06-16,723,7357,7104,70,610,1941,46,1820,25,285,158,657,1112,137,106,341,,91,537,65,110,302,138,55,88,171,525,36,27,183,91,613,32,14,12,63,69,10,210,49,169,28,15,41,36,40,47,183,38,392,35,5,49,8,34,209,30,52,43,614,22,225,25,21,1460,9,32,96,37,35,31,67,15,22,70,43,35,64,18,11,22,62,68,22,20,29,16,19,14,689,5,5,239,19,4,1
2020-06-17,730,7483,7244,71,617,1988,48,1851,25,297,159,658,1119,137,116,341,,93,544,66,115,303,140,55,92,177,534,36,27,186,93,612,32,14,14,64,69,10,214,49,170,28,15,41,37,44,48,188,38,403,37,5,50,8,34,209,29,52,43,614,22,226,25,21,1460,9,35,97,39,35,33,67,15,23,72,44,35,64,18,11,22,62,71,23,20,32,16,19,14,689,5,5,243,19,4,1
2020-06-18,742,7550,7290,71,637,2065,51,1888,26,342,161,670,1130,138,122,356,,99,565,69,118,305,140,56,91,198,541,36,27,189,97,630,32,15,14,64,70,10,221,49,171,28,16,41,37,46,48,188,38,404,37,5,51,8,34,216,30,52,46,614,23,226,26,22,1464,9,36,97,39,35,35,68,15,24,76,45,36,64,18,11,22,62,71,23,21,32,17,19,15,689,5,5,243,21,4,1
2020-06-19,767,7707,7623,72,658,2102,59,1990,26,387,164,703,1155,137,141,363,,101,580,74,119,314,145,55,96,205,551,36,27,193,108,643,34,15,14,65,74,10,226,48,172,28,16,41,39,51,48,190,40,416,38,5,52,8,34,217,30,52,48,614,27,252,26,22,1464,9,39,99,40,36,38,71,15,24,78,44,36,64,18,13,25,63,71,22,21,32,17,19,15,689,5,5,247,25,4,2
2020-06-20,775,7986,7737,72,666,2121,61,2019,26,411,164,701,1165,137,145,368,,101,595,74,127,328,145,55,109,218,554,36,29,193,107,655,34,14,14,65,75,10,230,49,172,28,16,42,46,53,49,192,41,428,38,5,53,8,23,219,30,52,49,613,28,253,26,22,1466,9,41,99,41,36,38,71,15,24,81,46,33,64,18,13,25,64,71,22,21,32,17,20,15,689,5,5,253,25,4,3
2020-06-21,782,8052,7916,72,681,2138,61,2060,26,420,165,705,1181,142,158,384,,102,616,74,127,338,147,55,117,220,562,36,29,195,108,663,34,14,14,67,77,10,232,50,173,28,16,43,46,57,49,193,42,430,39,5,54,8,23,222,31,52,50,613,30,255,26,22,1466,10,42,99,45,36,40,71,15,24,81,46,34,64,18,13,25,64,72,24,21,32,17,21,15,689,5,5,256,25,4,3
2020-06-22,793,8191,8064,73,706,2174,64,2100,26,422,167,708,1196,145,164,385,,103,625,75,130,349,146,56,121,224,563,36,31,203,109,673,34,14,14,69,77,10,234,50,175,28,16,42,48,69,49,196,43,432,40,5,54,8,23,223,31,53,50,613,30,257,26,22,1466,10,43,99,48,36,42,71,15,24,81,46,34,65,18,13,25,64,75,24,22,36,17,22,15,689,5,5,255,25,5,3
2020-06-23,813,8258,8268,75,741,2209,64,2150,27,464,175,715,1212,148,174,392,,107,649,78,139,393,150,56,134,241,565,36,31,213,110,676,35,14,16,69,80,10,239,53,183,28,18,43,51,71,49,202,44,436,42,5,55,8,23,230,31,53,51,613,32,257,26,22,1468,9,44,99,54,37,45,73,15,38,95,48,39,67,18,14,25,65,82,24,22,36,19,25,15,689,6,5,256,26,5,3
2020-06-24,840,8405,8490,77,758,2277,73,2211,27,489,177,722,1231,152,181,407,,109,658,79,142,406,150,58,156,248,571,36,32,224,115,675,41,14,16,69,80,10,243,54,192,28,18,44,55,76,51,201,45,445,42,5,55,9,23,235,31,53,53,616,34,260,27,22,1469,9,44,102,57,37,47,74,15,42,97,49,46,69,18,12,25,66,84,24,22,36,19,26,16,690,6,5,257,28,5,3
2020-06-25,874,8644,8643,77,798,2322,80,2266,28,516,187,729,1260,155,181,413,,112,683,81,150,421,151,66,162,259,580,36,36,229,116,706,42,14,16,69,83,10,244,56,194,28,19,44,58,80,51,206,46,451,43,5,58,12,23,241,31,53,58,616,42,269,28,22,1471,10,45,102,59,37,48,75,15,43,101,49,47,71,18,12,25,67,86,24,22,36,19,27,17,690,6,5,258,28,6,3
2020-06-26,912,8876,8988,79,834,2356,85,2337,29,536,190,742,1296,159,184,434,,118,708,89,152,430,156,68,170,267,584,36,42,233,116,726,42,14,16,70,84,10,244,56,201,28,19,47,59,82,52,210,50,463,46,5,60,12,25,280,32,53,62,616,48,273,30,23,1473,11,48,103,59,38,50,79,15,45,104,54,50,71,19,13,27,69,87,24,22,36,19,28,17,691,6,5,259,27,6,3
2020-06-27,945,9226,9139,83,878,2423,91,2362,31,549,194,751,1318,159,192,438,,121,725,90,156,444,159,74,181,276,593,38,48,244,118,735,43,14,19,73,90,10,248,57,203,29,21,47,59,89,52,228,51,482,45,5,61,12,25,293,32,53,67,616,49,276,34,23,1476,11,49,103,62,40,52,87,16,45,113,60,55,74,20,13,28,69,99,24,22,38,19,31,18,691,6,6,262,28,6,3
2020-06-28,945,9348,9139,83,888,2423,91,2362,31,549,194,751,1318,159,192,438,,121,725,90,156,444,159,74,181,276,593,38,48,244,118,735,43,14,19,73,90,10,248,57,203,29,21,47,59,89,52,228,51,482,45,5,61,12,25,293,32,53,67,616,49,276,34,23,1476,11,49,103,62,40,52,87,16,45,113,60,55,74,20,13,28,69,99,24,22,38,19,31,18,691,6,6,262,28,6,3
2020-06-29,1001,9348,9671,87,947,2469,99,2450,31,588,195,768,1371,165,206,464,17,128,762,97,162,493,168,81,204,282,605,39,51,263,118,773,43,14,21,73,97,12,254,61,212,30,24,50,59,89,53,233,55,502,49,5,63,12,26,361,32,53,79,616,52,287,35,23,1482,12,56,105,67,42,56,93,17,50,116,67,58,75,20,14,32,70,111,24,23,41,20,31,19,691,7,6,266,30,6,3
2020-06-30,1013,9805,10028,89,967,2525,102,2528,36,608,202,776,1417,168,214,479,,131,779,102,173,550,175,85,220,287,607,39,58,273,132,783,44,14,23,75,100,12,261,64,210,31,25,52,58,93,56,247,56,513,51,6,63,12,27,394,32,54,90,617,54,299,36,24,1485,12,60,108,71,42,58,94,17,50,124,71,62,77,22,16,35,70,119,24,26,41,21,32,21,690,7,7,269,31,6,3
2020-07-01,1090,10148,10344,91,1006,2643,107,2648,39,657,214,792,1469,173,225,493,0,134,829,104,188,580,180,85,263,297,611,39,70,292,135,805,46,15,23,80,106,12,265,67,216,32,28,54,58,100,59,255,57,520,51,7,64,12,31,409,32,54,96,618,56,304,37,24,1489,13,61,109,74,42,62,98,18,50,133,73,65,77,23,16,37,72,120,28,26,41,21,35,21,690,7,8,272,31,6,3
2020-07-02,1148,10756,10765,101,1075,2704,121,2733,41,733,220,801,1507,174,232,513,,134,859,105,205,604,194,86,296,311,620,40,76,301,136,814,50,15,26,82,110,13,271,67,218,31,32,57,58,103,58,264,58,520,55,7,65,12,34,421,32,55,103,618,56,314,38,24,1490,15,62,115,81,42,64,106,19,55,143,74,69,80,26,16,39,73,136,29,26,41,21,39,21,690,7,10,274,32,6,3
2020-07-03,1226,11114,11145,108,1121,2782,125,2854,44,768,225,815,1559,178,240,534,,142,891,116,212,662,201,95,314,326,633,44,90,310,137,853,59,18,30,82,121,14,277,71,227,33,41,60,59,104,61,280,59,545,57,6,70,13,36,436,33,55,111,618,56,325,39,25,1494,16,63,117,92,45,68,113,22,56,152,81,72,82,27,16,40,80,139,33,26,44,23,44,22,691,8,12,276,34,6,3
2020-07-04,1268,11441,11560,116,1216,2818,127,2919,48,790,225,826,1593,180,248,549,,149,910,134,218,674,206,101,317,342,637,48,91,312,138,882,61,17,34,84,128,15,280,70,232,34,44,66,59,109,63,291,61,559,56,6,70,13,36,452,32,55,116,619,57,329,44,25,1496,18,63,117,91,44,69,112,22,58,157,89,73,82,27,16,42,80,143,38,26,45,23,45,22,691,8,12,278,35,6,4
2020-07-05,1313,11769,11829,117,1234,2871,136,2987,48,804,230,834,1610,181,251,554,0,165,941,142,227,707,209,103,340,354,645,47,94,317,140,883,62,17,34,87,129,15,287,73,237,34,45,67,62,108,64,299,62,570,57,6,70,13,37,465,32,55,120,620,59,343,44,27,1498,18,64,119,92,44,73,112,22,60,163,91,76,86,28,17,42,80,145,42,27,45,23,46,22,692,8,12,286,38,6,6
2020-07-06,1340,12203,12019,121,1326,2909,137,3040,51,830,232,839,1636,183,254,567,0,174,963,144,229,745,212,114,343,357,649,48,94,323,141,906,62,17,35,88,129,15,288,74,239,34,48,68,61,109,65,305,63,570,62,6,73,13,37,487,32,55,122,621,65,352,44,27,1498,19,64,120,93,45,76,113,23,62,164,92,78,88,29,18,41,80,151,41,29,46,23,48,22,694,7,13,285,40,6,6
2020-07-07,1420,12352,12176,141,1396,2982,147,3111,54,857,236,855,1670,188,261,587,0,182,999,143,262,773,219,117,374,379,653,49,105,328,140,919,64,18,37,90,133,15,293,79,243,35,53,70,63,115,68,318,65,584,64,6,76,13,37,500,32,55,124,623,70,357,45,28,1503,19,66,125,96,45,76,117,24,70,172,98,81,89,35,19,47,88,154,42,30,46,24,48,22,694,7,15,289,40,6,8
2020-07-08,1515,12752,12549,159,1450,3076,148,3234,62,857,243,875,1727,193,270,620,185,197,1060,166,272,874,231,122,397,406,662,49,116,344,141,926,71,21,48,101,147,16,302,87,255,35,59,70,65,119,78,339,67,589,66,7,77,13,41,511,34,56,136,624,75,374,44,29,1503,19,67,132,108,47,84,117,25,77,192,101,100,90,35,18,48,95,164,42,33,48,25,56,24,696,7,17,293,44,6,9
2020-07-09,1591,13440,12842,178,1521,3180,157,3326,65,863,252,882,1802,196,274,658,0,212,1099,178,280,889,243,123,422,420,674,51,126,346,146,989,75,22,53,104,158,19,308,90,257,35,61,76,65,120,80,340,68,595,79,10,80,15,45,546,35,56,139,625,77,381,44,29,1505,20,69,134,111,48,91,118,25,80,202,104,106,99,38,18,50,98,172,43,41,51,26,62,28,697,7,17,294,48,7,10
2020-07-10,1670,13802,13135,189,1569,3255,164,3428,67,884,264,901,1874,200,280,712,0,235,1130,189,306,925,251,138,447,431,692,52,130,357,152,1002,80,26,59,110,166,20,320,91,270,37,68,82,65,125,84,347,70,598,83,10,81,15,46,568,37,56,148,627,87,400,45,30,1506,22,69,137,113,50,100,118,27,89,227,108,120,110,39,18,55,101,175,45,46,55,27,65,28,696,9,17,303,49,7,11
2020-07-11,1708,14319,13452,210,1618,3361,182,3525,69,915,269,924,1897,213,291,732,0,261,1148,195,340,959,258,151,472,454,696,52,136,368,155,1011,81,26,63,116,177,20,332,94,276,37,68,85,65,125,86,352,72,623,86,11,85,15,49,597,38,59,150,629,103,411,46,31,1508,25,70,141,118,51,101,119,26,103,232,115,123,115,39,20,56,103,180,49,47,55,26,71,27,697,9,21,315,52,7,11
2020-07-12,1763,14538,13702,221,1642,3457,187,3602,70,912,275,948,1945,221,292,778,0,262,1187,200,339,972,275,151,474,462,698,52,138,370,155,1019,85,28,69,116,181,20,328,95,284,38,68,85,65,128,87,363,73,624,91,11,86,15,50,603,38,58,160,629,105,418,46,32,1510,24,74,143,121,53,107,124,27,105,239,118,127,116,47,20,56,105,182,49,47,55,26,74,29,696,9,21,343,54,7,12
2020-07-13,1939,14702,14163,248,1717,3535,193,3755,72,924,287,973,2040,229,302,824,352,276,1261,211,348,1010,282,157,508,499,717,57,146,380,156,1081,88,29,81,122,203,23,331,101,293,43,76,99,67,140,95,384,79,630,95,12,93,16,58,646,40,60,185,631,108,444,49,34,1510,28,79,152,141,54,117,127,29,122,250,123,159,123,48,23,59,112,193,52,50,57,27,83,35,696,9,23,350,65,8,12
2020-07-14,1990,15473,14555,277,1815,3684,196,3839,75,942,301,984,2103,228,310,850,,293,1275,219,358,1061,295,163,514,513,727,58,152,393,156,1091,94,30,83,124,217,24,334,100,307,44,80,100,67,142,106,395,80,635,100,12,94,17,60,652,40,61,187,634,120,456,49,34,1513,29,81,155,150,56,126,131,29,131,259,132,164,126,52,27,59,114,204,53,52,57,32,90,39,696,11,23,362,71,8,12
2020-07-15,2119,15757,14891,290,1915,3798,219,3944,77,978,311,1010,2189,241,326,906,0,321,1338,236,381,1096,308,173,551,529,740,63,175,404,162,1108,100,31,91,127,237,25,353,104,313,45,86,119,68,154,111,409,86,646,103,13,116,24,65,670,40,61,202,634,128,480,48,37,1516,31,87,162,155,57,138,144,35,143,262,141,183,130,53,28,65,118,218,54,62,61,34,114,44,698,14,26,362,75,8,15
2020-07-16,2217,16079,15324,305,1991,3939,227,4114,79,1010,332,1084,2264,244,337,974,,336,1412,252,416,1114,323,187,571,557,763,69,180,424,165,1136,105,32,99,136,259,25,368,113,326,47,91,128,71,171,126,428,88,654,117,13,117,26,66,680,43,63,205,636,141,503,51,38,1528,32,94,168,172,60,146,155,36,163,272,150,189,135,55,31,67,129,229,54,65,63,35,132,49,698,14,28,370,84,9,24
2020-07-17,2309,16532,15678,332,2139,4043,241,4242,87,1052,340,1076,2344,247,352,1065,0,358,1457,265,488,1165,343,193,607,580,780,71,196,433,168,1145,112,33,107,141,276,27,382,117,351,47,104,137,71,185,126,452,89,668,124,15,117,26,68,696,45,67,212,638,147,511,51,38,1539,40,99,170,174,60,148,155,38,168,280,154,208,141,58,32,69,133,238,60,67,64,36,139,50,699,14,28,378,90,10,25
2020-07-18,2449,16972,16224,372,2251,4160,256,4397,92,1077,358,1105,2426,252,358,1133,0,379,1553,277,509,1177,370,196,643,606,792,73,202,454,176,1204,118,34,110,146,296,29,394,121,354,49,110,138,72,194,132,479,90,673,131,15,123,26,69,699,47,66,212,639,162,530,51,40,1543,41,99,182,179,60,153,164,40,177,288,155,215,143,60,33,71,139,244,61,72,64,37,153,53,699,14,28,381,93,10,25
2020-07-19,2517,17420,16468,387,2322,4262,261,4503,96,1087,364,1130,2458,253,365,1157,0,430,1601,289,518,1205,376,209,648,629,798,77,210,465,182,1212,122,35,115,158,306,29,398,126,363,49,113,138,73,194,138,486,91,679,139,15,123,28,70,701,51,66,214,642,179,547,52,41,1543,46,101,190,181,62,160,168,40,197,296,161,215,147,62,33,73,142,247,63,72,67,44,161,57,700,14,28,394,98,10,28
2020-07-20,2562,17836,16767,427,2427,4360,264,4618,100,1112,371,1143,2505,255,373,1173,,470,1628,300,538,1239,390,223,660,665,809,80,217,473,185,1214,125,36,120,164,312,30,408,132,371,49,118,145,72,203,143,500,91,688,145,19,124,30,71,703,53,69,219,641,205,556,52,42,1543,50,101,205,192,63,162,175,41,207,302,166,222,150,62,34,74,143,254,61,72,70,47,175,59,702,14,32,401,105,10,30
2020-07-21,2599,18076,16978,444,2539,4461,284,4716,102,1156,375,1160,2571,273,383,1196,,490,1664,327,592,1271,398,238,738,689,835,85,231,495,213,1267,147,38,125,166,327,31,437,134,382,52,124,180,73,231,148,522,98,695,153,21,132,32,72,729,60,70,259,643,220,577,52,45,1547,56,109,220,203,69,178,191,45,213,321,173,248,157,62,35,92,150,267,64,87,75,47,206,69,702,15,32,409,113,13,37
2020-07-22,2648,18423,17255,457,2632,4523,289,4828,106,1174,382,1184,2670,276,383,1222,659,502,1688,335,663,1284,402,237,743,712,840,90,238,495,213,1275,156,39,126,168,330,31,443,135,384,53,127,184,74,238,152,530,100,696,155,22,138,33,78,736,61,75,261,643,225,579,52,46,1548,59,109,221,206,75,178,191,46,223,324,173,248,159,63,39,92,154,268,68,90,79,48,211,75,702,15,34,409,115,13,39
2020-07-23,2717,18830,17684,489,2824,4610,317,5016,115,1269,397,1197,2721,287,400,1288,324,523,1746,374,709,1330,421,243,793,758,877,107,251,510,225,1313,189,39,132,171,346,34,484,143,393,56,135,192,77,260,165,562,102,711,162,27,145,37,87,747,62,77,268,646,250,614,54,50,1556,61,123,233,224,88,195,230,48,234,332,178,262,169,63,41,97,161,287,69,91,85,50,252,85,703,19,35,410,130,16,43
2020-07-24,2788,19124,18058,526,2967,4721,330,5127,122,1302,412,1225,2790,287,416,1325,293,577,1777,389,728,1359,447,248,827,792,899,109,258,512,239,1336,196,43,133,180,360,36,493,148,402,57,143,195,78,270,170,577,102,723,175,25,150,38,87,753,62,84,274,646,266,638,57,50,1560,73,128,234,229,91,206,241,48,242,342,188,267,174,67,41,98,164,302,71,93,89,54,273,88,704,20,35,418,138,16,52
